Date,Time,Detection Area,Quadrant,Center X,Center Y,Object Area,Closest Point X,Closest Point Y,Distance,Angle from Center,Angle from Closest,New Angle,
07/05/2023,18:28:02,2,LEFT,89,293,1195.0,107,294,214.5809870421888,-143.4889,-94.1654,682.6,
07/05/2023,18:28:02,2,LEFT,82,294,1471.5,102,294,219.5449840010015,-144.4623,-94.1081,673.31,
07/05/2023,18:28:02,2,LEFT,82,294,1466.5,102,294,219.5449840010015,-144.4623,-94.1081,673.31,
07/05/2023,18:28:02,2,LEFT,75,295,1677.5,97,294,224.51057881534223,-145.4022,-94.0523,664.54,
07/05/2023,18:28:02,2,LEFT,69,296,1360.5,89,294,232.4585984643287,-146.2047,-93.9662,657.44,
07/05/2023,18:28:02,2,LEFT,65,297,1491.5,84,292,237.65521244020718,-146.7791,-94.2142,652.98,
07/05/2023,18:28:03,2,LEFT,57,297,1343.0,74,306,246.3980519403512,-147.5852,-92.0559,643.94,
07/05/2023,18:28:03,2,LEFT,57,297,1326.0,74,306,246.3980519403512,-147.5852,-92.0559,643.94,
07/05/2023,18:28:03,2,LEFT,52,293,764.5,67,292,254.54469155729805,-147.4597,-94.0343,637.53,
07/05/2023,18:28:03,3,LEFT,50,292,647.5,62,294,259.3067681338071,-147.5014,-93.7005,0.0,
07/05/2023,18:28:03,3,LEFT,37,293,880.5,54,302,266.60832695172894,-148.8579,-92.5138,0.0,
07/05/2023,18:28:03,3,LEFT,37,293,877.0,54,297,266.9925092582187,-148.8579,-93.2108,0.0,
07/05/2023,18:28:03,2,LEFT,28,302,1361.0,49,318,271.0073799733136,-150.9787,-90.2761,616.46,
07/05/2023,18:28:03,3,LEFT,21,300,1010.5,42,294,279.2131802046601,-151.2555,-93.5256,0.0,
07/05/2023,18:28:04,3,LEFT,21,296,739.5,37,294,284.1918366174511,-150.6695,-93.4844,0.0,
07/05/2023,18:28:04,3,LEFT,15,297,818.5,29,311,291.1391419922783,-151.2975,-91.1853,0.0,
07/05/2023,18:28:04,3,LEFT,15,297,877.0,29,311,291.1391419922783,-151.2975,-91.1853,0.0,
07/05/2023,18:28:04,3,LEFT,9,301,883.0,22,302,298.54312921251426,-152.3403,-92.332,0.0,
07/05/2023,18:28:04,3,LEFT,6,299,566.0,17,299,303.7268509697488,-152.2791,-92.6898,0.0,
07/05/2023,18:28:04,3,LEFT,6,292,165.0,12,302,308.52552568628744,-151.2874,-92.2805,0.0,
07/05/2023,18:28:17,1,LEFT,5,385,166.0,17,390,310.9807067970616,-165.921,-81.0998,306.2,
07/05/2023,18:28:17,1,LEFT,89,413,128.5,97,411,240.85265205099984,-167.55,-76.074,316.8,
07/05/2023,18:28:17,1,LEFT,4,370,267.5,7,348,314.2499005568657,-163.4339,-86.4939,303.93,
07/05/2023,18:28:29,3,RIGHT,451,228,134.5,448,236,153.1012736720371,-60.966,-169.2157,0.0,
07/05/2023,18:28:29,3,RIGHT,451,231,242.5,445,239,148.94965592440957,-60.6539,-166.7989,0.0,
07/05/2023,18:28:37,3,RIGHT,506,225,144.0,500,231,200.80089641234176,-52.1084,157.9769,0.0,
07/05/2023,18:28:37,3,RIGHT,507,225,166.5,498,227,200.83077453418338,-51.9594,159.918,0.0,
07/05/2023,18:28:37,3,RIGHT,505,227,184.0,498,231,199.01004999748127,-52.0247,159.092,0.0,
07/05/2023,18:28:39,3,RIGHT,515,229,120.5,510,234,208.55694665965936,-50.3145,151.8584,0.0,
07/05/2023,18:28:41,3,RIGHT,533,228,232.0,518,231,217.0829334609241,-47.9324,148.7531,0.0,
07/05/2023,18:28:42,3,RIGHT,525,231,128.0,515,231,214.35018077902336,-48.6578,150.1858,0.0,
07/05/2023,18:28:42,3,RIGHT,526,238,91.5,518,241,213.17832910500073,-47.6507,145.6457,0.0,
07/05/2023,18:28:43,3,RIGHT,493,266,106.5,488,270,175.2826289168439,-48.8551,154.359,0.0,
07/05/2023,18:28:44,3,RIGHT,488,266,180.5,478,270,165.72265988693277,-49.6859,164.3578,0.0,
07/05/2023,18:28:44,3,RIGHT,485,267,200.0,475,270,162.8649747490233,-50.0517,167.5926,0.0,
07/05/2023,18:28:44,2,RIGHT,475,255,97.0,465,256,158.4960567332828,-53.4384,179.1048,353.48,
07/05/2023,18:28:44,3,RIGHT,472,250,129.5,460,251,156.08010763707205,-54.6146,-176.6822,0.0,
07/05/2023,18:28:44,2,RIGHT,473,249,277.5,460,251,156.08010763707205,-54.5633,-176.6822,350.6,
07/05/2023,18:28:45,3,RIGHT,471,246,124.5,463,246,161.01242188104618,-55.2912,-179.2258,0.0,
07/05/2023,18:28:46,3,RIGHT,477,244,96.5,470,246,167.2602762164406,-54.487,175.3645,0.0,
07/05/2023,18:28:46,3,RIGHT,474,243,141.0,463,241,163.37074401495514,-55.13,-179.2748,0.0,
07/05/2023,18:28:46,3,RIGHT,477,247,273.5,465,253,159.7310239120754,-54.1142,179.1449,0.0,
07/05/2023,18:28:46,3,RIGHT,478,250,466.5,463,253,157.91770008456936,-53.5609,-179.1449,0.0,
07/05/2023,18:28:47,3,RIGHT,480,252,435.0,465,258,157.69908052997647,-52.9575,179.076,0.0,
07/05/2023,18:28:47,3,RIGHT,481,260,487.0,465,265,155.08062419270823,-51.7189,178.9584,0.0,
07/05/2023,18:28:47,3,RIGHT,483,267,367.0,470,273,157.19096666157378,-50.3953,172.725,0.0,
07/05/2023,18:28:47,3,RIGHT,486,267,348.0,473,270,160.96272860510285,-49.8812,169.796,0.0,
07/05/2023,18:28:47,3,RIGHT,489,270,303.5,475,273,161.96913286178943,-48.9398,166.8274,0.0,
07/05/2023,18:28:47,3,RIGHT,493,272,384.0,478,270,165.72265988693277,-47.9798,164.3578,0.0,
07/05/2023,18:28:47,3,RIGHT,493,272,424.0,478,273,164.84234892769516,-47.9798,163.4127,0.0,
07/05/2023,18:28:47,3,RIGHT,494,268,238.5,483,270,170.49633427144408,-48.4028,159.1932,0.0,
07/05/2023,18:28:48,3,RIGHT,497,265,315.0,483,268,171.09354166653983,-48.3486,159.9285,0.0,
07/05/2023,18:28:48,3,RIGHT,502,263,181.5,490,265,178.67568385205638,-47.84,154.6986,0.0,
07/05/2023,18:28:48,3,RIGHT,500,259,173.0,490,263,179.30142219179413,-48.7153,155.4804,0.0,
07/05/2023,18:28:48,3,RIGHT,500,258,292.0,485,260,175.57049866079439,-48.8535,160.71,0.0,
07/05/2023,18:28:48,3,RIGHT,502,254,491.0,485,260,175.57049866079439,-49.0856,160.71,0.0,
07/05/2023,18:28:48,3,RIGHT,503,254,401.0,488,258,179.075403112767,-48.9302,158.8387,0.0,
07/05/2023,18:28:48,3,RIGHT,502,247,621.0,485,256,176.9773996870787,-50.0131,161.834,0.0,
07/05/2023,18:28:48,3,RIGHT,506,249,688.0,488,260,178.39282496782207,-49.1364,158.1986,0.0,
07/05/2023,18:28:49,3,RIGHT,505,245,541.0,490,253,182.72657168567466,-49.8106,158.7908,0.0,
07/05/2023,18:28:49,3,RIGHT,508,244,450.5,488,244,184.39088914585776,-49.4846,162.4744,0.0,
07/05/2023,18:28:49,3,RIGHT,502,241,194.0,490,246,185.40765895722862,-50.7806,160.641,0.0,
07/05/2023,18:28:49,3,RIGHT,507,245,502.0,490,251,183.4693434882242,-49.5066,159.353,0.0,
07/05/2023,18:28:49,2,RIGHT,507,249,448.5,490,251,183.4693434882242,-48.9843,159.353,278.56,
07/05/2023,18:28:49,3,RIGHT,512,258,618.0,490,260,180.27756377319946,-47.0146,156.5713,0.0,
07/05/2023,18:28:49,3,RIGHT,517,263,419.0,495,260,185.0,-45.5758,152.6761,0.0,
07/05/2023,18:28:49,3,RIGHT,518,266,544.0,500,263,188.80942773071476,-45.0,147.7244,0.0,
07/05/2023,18:28:50,3,RIGHT,520,266,617.0,500,265,188.2153022471871,-44.7121,146.7934,0.0,
07/05/2023,18:28:50,3,RIGHT,526,270,694.0,508,275,193.31063085097003,-43.2816,135.6437,0.0,
07/05/2023,18:28:50,3,RIGHT,531,271,815.5,510,280,194.164878389476,-42.4489,131.0091,0.0,
07/05/2023,18:28:50,3,RIGHT,535,274,744.0,513,275,198.17668884104407,-41.4677,132.5634,0.0,
07/05/2023,18:28:50,3,RIGHT,536,272,581.5,518,277,202.6153992173349,-41.6335,128.5302,0.0,
07/05/2023,18:28:50,3,RIGHT,538,273,482.0,520,275,205.0,-41.2231,128.7844,0.0,
07/05/2023,18:28:50,3,RIGHT,548,273,512.5,528,273,213.243991709028,-39.9536,126.2926,0.0,
07/05/2023,18:28:50,3,RIGHT,553,273,558.0,533,275,217.70163067832084,-39.3429,123.1113,0.0,
07/05/2023,18:28:51,3,RIGHT,558,272,457.5,540,275,224.5551157288562,-38.8939,120.63,0.0,
07/05/2023,18:28:51,3,RIGHT,562,272,221.0,543,275,227.49505489130968,-38.4281,119.6667,0.0,
07/05/2023,18:28:51,3,RIGHT,566,271,102.0,550,273,234.75306174787156,-38.1161,118.6571,0.0,
07/05/2023,18:28:51,3,RIGHT,558,272,99.0,550,275,234.3608329051593,-38.8939,117.6211,0.0,
07/05/2023,18:28:51,3,RIGHT,571,276,376.0,553,280,236.40854468483155,-36.8334,114.201,0.0,
07/05/2023,18:28:51,3,RIGHT,575,279,526.5,558,285,240.55976388415417,-35.9605,110.4223,0.0,
07/05/2023,18:28:51,1,RIGHT,356,367,408.5,338,363,46.61544808322666,-69.6384,-71.1568,-152.33,
07/05/2023,18:28:51,3,RIGHT,584,284,270.5,568,282,250.89440009693323,-34.2869,110.0715,0.0,
07/05/2023,18:28:51,3,RIGHT,586,286,395.5,573,294,254.33245958783948,-33.7894,103.4162,0.0,
07/05/2023,18:28:51,3,RIGHT,586,283,328.0,570,282,252.87150887357794,-34.2334,109.7223,0.0,
07/05/2023,18:28:51,3,RIGHT,591,284,682.5,570,285,252.43811122728675,-33.5924,108.2726,0.0,
07/05/2023,18:28:51,3,RIGHT,612,283,371.5,598,282,280.58510295452254,-31.7932,105.8324,0.0,
07/05/2023,18:28:52,3,RIGHT,610,278,717.0,585,277,268.4660127464927,-32.6753,109.5638,0.0,
07/05/2023,18:28:52,3,RIGHT,616,280,671.0,590,280,272.9468812791236,-31.866,107.6126,0.0,
07/05/2023,18:28:52,3,RIGHT,613,278,332.5,598,282,280.58510295452254,-32.4079,105.8324,0.0,
07/05/2023,18:28:52,3,RIGHT,617,274,116.0,610,277,293.17059879871994,-32.6083,106.4108,0.0,
07/05/2023,18:28:52,3,RIGHT,615,272,281.5,600,277,283.28254446753334,-33.058,107.5457,0.0,
07/05/2023,18:28:52,3,RIGHT,622,269,454.5,608,275,291.49442533262965,-32.8501,107.354,0.0,
07/05/2023,18:28:52,3,RIGHT,622,269,352.5,610,275,293.47061181658376,-32.8501,107.1303,0.0,
07/05/2023,18:28:52,3,RIGHT,623,270,191.5,615,277,298.11742652854093,-32.63,105.8953,0.0,
07/05/2023,18:28:52,3,RIGHT,631,272,197.5,623,275,306.3233585608515,-31.6897,105.8025,0.0,
